################################################################################
TREGO EGO RSO
25.8099999999977 42.1399999999849 50.890000000014
48.9700000000012 39.8399999999965 51.179999999993
39.9700000000012 36.820000000007 47.8800000000047
36.3300000000163 30.6300000000047 40.1699999999837
37.3399999999965 35.1100000000151 49.9700000000012
45.3899999999849 33.4900000000198 33.6199999999953
48.859999999986 35.75 52.3000000000175
38.9700000000012 37.2599999999802 50.3099999999977
37.6900000000023 28.4900000000198 53.1699999999837
42.0800000000163 37.039999999979 34.5
