RSO, 23.7 
EGO, 19.71 
TREGO, 23.18 
RSO, 19.15 
EGO, 17.28 
TREGO, 19.93 
RSO, 23.33 
EGO, 18.67 
TREGO, 19.61 
RSO, 21.3 
EGO, 17.66 
TREGO, 21.74 
RSO, 22.59 
EGO, 18.28 
TREGO, 21.35 
RSO, 21.08 
EGO, 17.83 
TREGO, 21.09 
RSO, 19.42 
EGO, 17.83 
TREGO, 22.23 
RSO, 19.96 
EGO, 17.69 
TREGO, 21.17 
RSO, 17.78 
EGO, 20.22 
TREGO, 20.64 
RSO, 23.86 
EGO, 18.93 
TREGO, 19.41 
RSO, 22.32 
EGO, 18.24 
TREGO, 22 
RSO, 21.12 
EGO, 18.14 
TREGO, 20.39 
RSO, 20.45 
EGO, 18.75 
TREGO, 20.97 
RSO, 21.49 
EGO, 17.2 
TREGO, 21.72 
RSO, 22.8 
EGO, 17.95 
TREGO, 21.83 
RSO, 21.64 
EGO, 18.5 
TREGO, 22.89 
RSO, 22.15 
EGO, 18.55 
TREGO, 19.35 
RSO, 21.85 
EGO, 18.21 
TREGO, 23.34 
RSO, 21.94 
EGO, 19.12 
TREGO, 22.16 
RSO, 21.31 
EGO, 20.27 
TREGO, 19.86 
