RSO, 7.38 
EGO, 7.33 
TREGO, 8.31 
RSO, 7.36 
EGO, 7.34 
TREGO, 7.47 
RSO, 8.48 
EGO, 8.3 
TREGO, 8.6 
RSO, 9.46 
EGO, 8.11 
TREGO, 10.91 
RSO, 6.8 
EGO, 7.07 
TREGO, 6.94 
RSO, 7.72 
EGO, 8.55 
TREGO, 14.64 
RSO, 7.05 
EGO, 7.06 
TREGO, 6.89 
RSO, 8.1 
EGO, 8.26 
TREGO, 7.94 
RSO, 9.97 
EGO, 9.73 
TREGO, 10.02 
RSO, 9.53 
EGO, 8.67 
TREGO, 9.58 
RSO, 9.09 
EGO, 8.28 
TREGO, 8.6 
RSO, 9.2 
EGO, 8.42 
TREGO, 7 
RSO, 7.11 
EGO, 8.51 
TREGO, 7.08 
RSO, 7.68 
EGO, 7.87 
TREGO, 9.67 
RSO, 10.72 
EGO, 8.96 
TREGO, 13.43 
RSO, 13.28 
EGO, 10.89 
TREGO, 10.75 
RSO, 11.27 
EGO, 11.64 
TREGO, 10.18 
RSO, 11.61 
EGO, 9.63 
TREGO, 11.39 
RSO, 10.56 
EGO, 10.34 
TREGO, 7.88 
RSO, 8.24 
EGO, 7.89 
TREGO, 8.42 
RSO, 6.2 
EGO, 6.48 
TREGO, 6.02 
RSO, 8.29 
EGO, 6.77 
TREGO, 7 
RSO, 7.37 
EGO, 7.27 
TREGO, 7.34 
RSO, 6.19 
EGO, 6.36 
TREGO, 6.37 
RSO, 6.19 
EGO, 6.42 
TREGO, 6.22 
RSO, 8.13 
EGO, 7.57 
TREGO, 8.77 
RSO, 6.48 
EGO, 6.66 
TREGO, 6.47 
RSO, 6.08 
EGO, 6.06 
TREGO, 6.12 
RSO, 6.46 
EGO, 6.42 
TREGO, 6.44 
RSO, 6.5 
EGO, 6.62 
TREGO, 6.28 
RSO, 6.55 
EGO, 6.04 
TREGO, 6.27 
RSO, 6.58 
EGO, 8.57 
TREGO, 6.26 
RSO, 6.8 
EGO, 8.12 
TREGO, 8.97 
RSO, 6.17 
EGO, 6.08 
TREGO, 6.05 
RSO, 7.43 
EGO, 7.14 
TREGO, 7.05 
RSO, 8.09 
EGO, 7.55 
TREGO, 6.53 
RSO, 7.42 
EGO, 6.77 
TREGO, 8.84 
RSO, 9.55 
EGO, 8.29 
TREGO, 9.13 
RSO, 6.33 
EGO, 6.5 
TREGO, 6.52 
RSO, 7.98 
EGO, 7.69 
TREGO, 7.75 
