RSO, 10.64 
EGO, 10.87 
TREGO, 11.61 
RSO, 10.89 
EGO, 10.3 
TREGO, 12.89 
RSO, 10.17 
EGO, 10.03 
TREGO, 11.93 
RSO, 12.62 
EGO, 10.25 
TREGO, 12.89 
RSO, 10.45 
EGO, 10.54 
TREGO, 12.75 
RSO, 8.76 
EGO, 10.17 
TREGO, 12.42 
RSO, 10.64 
EGO, 9.85 
TREGO, 11.45 
RSO, 11.5 
EGO, 10.08 
TREGO, 11.77 
RSO, 12.09 
EGO, 10.12 
TREGO, 12.24 
RSO, 9.09 
EGO, 10.75 
TREGO, 13.79 
RSO, 9.95 
EGO, 9.89 
TREGO, 12.27 
RSO, 10.92 
EGO, 10.36 
TREGO, 9.92 
RSO, 10.34 
EGO, 9.91 
TREGO, 11.52 
RSO, 10.84 
EGO, 10.17 
TREGO, 12.28 
RSO, 10.47 
EGO, 10.64 
TREGO, 11.16 
RSO, 11.72 
EGO, 10.55 
TREGO, 13.84 
RSO, 11.65 
EGO, 10.49 
TREGO, 13.37 
RSO, 10.7 
EGO, 9.79 
TREGO, 11.78 
RSO, 11.06 
EGO, 10.75 
TREGO, 9.11 
RSO, 10.85 
EGO, 11.18 
TREGO, 13.12 
